Age,Attrition,BusinessTravel,DailyRate,Department,DistanceFromHome,Education,EmployeeNumber,EnvironmentSatisfaction,Gender,HourlyRate,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,MonthlyRate,NumCompaniesWorked,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsSinceLastPromotion,YearsWithCurrManager,RemoteWork
51,No,Travel Rarely,1469.0, Research & Development ,8,Bachelor's,Unknown,Low,Male,81.0,Low,Coordinator, Research Director ,Low,Married,12490.0,15736,5,No,16,"3,0",High,Medium,16.0,5,"1,0",10,4,7,No
34,No,Unknown,470.0, Research & Development ,39,Bachelor's,"339,0",Medium,Male,84.0,Low,Assistant, Manufacturing Director ,Very Low,Unknown,7145.309385662327,23687,6,No,13,"3,0",Low,Low,13.0,3,"3,0",11,5,9,Yes
35,No,Travel Rarely,1232.0, Research & Development ,16,High School,"406,0",Medium,Male,96.0,Medium,Coordinator, Sales Executive ,Low,Married,8020.0,5100,0,No,15,"3,0",Medium,Medium,12.0,3,"2,0",11,6,9,Yes
45,No,Travel Frequently,1249.0, Research & Development ,7,High School,Unknown,Very Low,Male,97.0,Medium,Coordinator, Laboratory Technician ,Very Low,Unknown,12689.556427074385,20308,1,No,18,"3,0",Very Low,Low,24.0,2,"3,0",24,9,11,Yes
39,No,Unknown,117.0, Research & Development ,10,Primary,"429,0",Medium,Male,99.0,Medium,Manager, Manager ,Very Low,Married,17068.0,5355,1,No,14,"3,0",High,Zero,21.0,3,"3,0",21,11,10,Yes
31,No,Unknown,798.0, Research & Development ,7,Secondary,Unknown,Medium,Female,48.0,Low,Coordinator, Manufacturing Director ,Medium,Married,8943.0,14034,1,No,24,"4,0",Very Low,Low,10.0,2,"3,0",10,8,9,No
39,No,Unknown,672.0, Research & Development ,7,Secondary,"444,0",Medium,Male,54.0,Low,Director, Manager ,High,Married,19272.0,21141,1,No,15,"3,0",Very Low,Low,32.16220065014379,2,"3,0",21,13,3,Yes
45,No,Travel Rarely,549.0, Research & Development ,8,Bachelor's,"452,0",High,Male,75.0,Medium,Assistant, Research Scientist ,High,Unknown,6641.28692735214,9278,9,No,14,"3,0",Very Low,Medium,12.0,3,"3,0",10,9,8,Yes
30,No,Travel Rarely,570.0, Sales ,5,High School,"456,0",High,Female,30.0,Low,Assistant, Sales Executive ,Medium,Unknown,5633.242010731766,5431,1,No,13,"3,0",Medium,High,10.0,2,"3,0",10,1,2,Yes
31,No,Unknown,1232.0, Research & Development ,7,Bachelor's,Unknown,Medium,Female,39.0,Medium,Coordinator, Manufacturing Director ,High,Unknown,6137.264469041953,25713,1,No,14,"3,0",Medium,Zero,11.0,2,"2,0",11,4,10,No
36,No,Unknown,541.0, Research & Development ,3,Bachelor's,"481,0",Very Low,Male,48.0,Low,Coordinator, Sales Executive ,High,Married,8657.376760592888,7246,4,No,11,"3,0",Very Low,Low,16.0,2,"3,0",13,1,12,Yes
36,No,Travel Rarely,164.0, Research & Development ,2,Secondary,"513,0",Low,Male,61.0,Low,Coordinator, Sales Executive ,Medium,Married,5633.242010731766,3809,1,No,13,"3,0",Low,Medium,10.0,2,"3,0",10,9,0,Yes
55,No,Travel Rarely,1117.0, Research & Development ,18,Postgraduate,"597,0",Very Low,Female,83.0,Medium,Manager, Manager ,Low,Single,19241.848385106816,9873,3,No,23,"4,0",High,Zero,37.0,2,"3,0",10,7,7,Yes
35,No,Unknown,619.0, Research & Development ,1,High School,"600,0",Low,Male,85.0,Medium,Assistant, Sales Executive ,Medium,Unknown,8153.354302282702,18659,9,No,11,"3,0",Medium,Zero,15.0,2,"3,0",11,6,9,Yes
42,No,Travel Rarely,319.0, Research & Development ,24,High School,Unknown,High,Male,56.0,Medium,Coordinator, Manufacturing Director ,Very Low,Married,5633.242010731766,6950,1,No,21,"4,0",High,Low,10.0,5,"2,0",10,5,8,No
52,No,Travel Rarely,956.0, Research & Development ,6,Secondary,"630,0",High,Male,78.0,Medium,Assistant, Research Scientist ,Very Low,Divorced,5577.0,22087,3,Yes,12,"3,0",Low,Medium,18.0,3,"3,0",10,6,9,Yes
49,No,Unknown,1245.0, Research & Development ,18,Bachelor's,"638,0",High,Male,58.0,Low,Director, Research Director ,Medium,Unknown,6399.663530605464,2125,1,Yes,17,"3,0",Medium,Low,11.52060986020989,5,"3,0",31,0,9,Yes
34,No,Travel Rarely,1397.0, Research & Development ,1,Postgraduate,"683,0",Low,Male,42.0,Medium,Entry Level, Research Scientist ,High,Married,2691.0,7660,1,No,12,"3,0",High,Low,5.572512671629236,4,"2,0",10,8,8,Yes
33,Yes,Travel Rarely,527.0, Research & Development ,1,Bachelor's,"780,0",High,Male,63.0,Medium,Entry Level, Research Scientist ,High,Single,5633.242010731766,5207,1,No,13,"3,0",Medium,Zero,10.0,2,"2,0",10,7,8,No
33,No,Unknown,213.0, Research & Development ,7,High School,"817,0",Medium,Male,49.0,Medium,Coordinator, Research Director ,Medium,Married,6399.663530605464,25995,0,No,11,"3,0",High,Zero,11.52060986020989,3,"4,0",13,3,7,Yes
53,No,Travel Rarely,802.0852348993288, Research & Development ,23,Bachelor's,"901,0",High,Female,72.0,Medium,Manager, Research Director ,High,Unknown,17225.75855186607,20206,6,No,18,"3,0",Medium,Zero,33.0,0,"3,0",12,3,8,Yes
49,No,Travel Rarely,527.0, Research & Development ,8,Secondary,"944,0",Very Low,Female,51.0,Medium,Coordinator, Laboratory Technician ,Low,Married,7403.0,22477,4,No,11,"3,0",Medium,Low,29.0,3,"2,0",26,1,7,No
35,No,Unknown,882.0, Research & Development ,21,Bachelor's,"984,0",Low,Male,66.0281045751634,Medium,Coordinator, Sales Executive ,High,Unknown,6399.663530605464,6812,6,No,13,"3,0",Low,Low,11.52060986020989,2,"3,0",10,0,8,No
38,No,Travel Rarely,330.0, Research & Development ,17,Primary,"1088,0",Medium,Female,65.0,Low,Coordinator, Healthcare Representative ,Medium,Married,8823.0,24608,0,No,18,"3,0",Very Low,Low,20.0,4,"2,0",19,1,9,No
46,No,Unknown,406.0, Sales ,3,Primary,"1124,0",Very Low,Male,66.0281045751634,Medium,Manager, Manager ,Medium,Married,6399.663530605464,15596,3,No,12,"3,0",High,Low,11.52060986020989,3,"3,0",12,4,9,No
36,No,Non Travel,217.0, Research & Development ,18,Bachelor's,Unknown,Very Low,Male,78.0,Medium,Assistant, Manufacturing Director ,High,Single,9665.421677213262,23238,2,No,20,"4,0",Very Low,Zero,18.0,0,"3,0",11,0,9,No
42,Yes,Travel Frequently,481.0, Research & Development ,15,High School,"1167,0",Very Low,Male,44.0,Medium,Manager, Sales Executive ,Very Low,Single,6399.663530605464,2447,0,No,12,"3,0",Low,Zero,11.52060986020989,2,"2,0",21,13,14,Yes
34,No,Travel Frequently,669.0, Research & Development ,1,High School,"1184,0",High,Male,97.0,Low,Assistant, Healthcare Representative ,Very Low,Single,7649.331843972514,25755,0,No,20,"4,0",Medium,Zero,14.0,3,"3,0",13,4,9,Yes
30,No,Travel Rarely,1465.0, Research & Development ,1,High School,Unknown,High,Male,63.0,Medium,Entry Level, Research Scientist ,Low,Unknown,3579.0,9369,0,Yes,21,"4,0",Very Low,Low,12.0,2,"3,0",11,5,7,Yes
54,No,Travel Rarely,685.0, Research & Development ,3,High School,Unknown,High,Male,85.0,Medium,Manager, Research Director ,High,Married,17779.0,23474,3,No,14,"3,0",Very Low,Zero,36.0,2,"3,0",10,0,9,Yes
31,No,Travel Rarely,1062.0, Research & Development ,24,High School,"1252,0",Medium,Female,96.0,Low,Assistant, Healthcare Representative ,Very Low,Single,5633.242010731766,17198,1,No,19,"3,0",Low,Zero,10.0,2,"3,0",10,1,8,No
44,No,Unknown,1099.0, Research & Development ,5,High School,"1267,0",Low,Male,88.0,Medium,Director, Manager ,Low,Married,18213.0,8751,7,No,11,"3,0",Medium,Low,26.0,5,"3,0",22,3,10,Yes
55,No,Non Travel,177.0, Research & Development ,8,Primary,"1278,0",High,Male,37.0,Low,Manager, Healthcare Representative ,Low,Divorced,13577.0,25592,1,Yes,15,"3,0",High,Low,23.029562507833894,3,"3,0",33,15,0,No
44,No,Travel Rarely,1199.0, Research & Development ,4,Secondary,"1288,0",Medium,Male,92.0,High,Director, Manager ,Very Low,Divorced,19190.0,17477,1,No,14,"3,0",High,Medium,32.03070348988577,4,"2,0",25,14,13,No
34,No,Travel Frequently,648.0, Human Resources ,11,High School,Unknown,Medium,Male,56.0,Low,Assistant, Human Resources ,Low,Unknown,7649.331843972514,21833,4,No,11,"3,0",High,Medium,14.0,5,"4,0",10,1,8,Yes
39,No,Unknown,412.0, Research & Development ,13,Bachelor's,"1307,0",Medium,Female,94.0,Low,Manager, Manager ,Low,Divorced,17123.0,17334,6,Yes,13,"3,0",High,Medium,28.71601287704037,4,"3,0",19,15,2,No
55,No,Travel Rarely,282.0, Research & Development ,2,Secondary,"1336,0",High,Female,58.0,Very Low,Director, Manager ,Medium,Unknown,19187.0,6992,4,No,14,"3,0",High,Low,23.0,5,"3,0",19,9,11,Yes
51,No,Unknown,770.0, Research & Development ,5,High School,"1352,0",Medium,Male,84.0,Medium,Manager, Manager ,Low,Unknown,6399.663530605464,17588,1,No,11,"3,0",Low,Low,11.52060986020989,2,"3,0",33,0,10,Yes
58,Yes,Unknown,601.0, Research & Development ,14,Bachelor's,"1360,0",Very Low,Female,53.0,Low,Coordinator, Manufacturing Director ,Very Low,Married,10008.0,12023,7,No,14,"3,0",High,Zero,17.306228788798947,0,"2,0",10,5,9,Yes
48,No,Unknown,855.0, Research & Development ,4,High School,Unknown,High,Male,54.0,Medium,Coordinator, Manufacturing Director ,High,Single,6137.264469041953,18706,1,No,11,"3,0",Medium,Zero,11.0,2,"3,0",10,0,8,Yes
29,No,Travel Rarely,332.0, Human Resources ,17,High School,"1419,0",Low,Male,51.0,Low,Coordinator, Human Resources ,Very Low,Single,7988.0,9769,1,No,13,"3,0",Very Low,Zero,14.06690849951607,3,"2,0",10,0,9,No
34,No,Unknown,1326.0, Research & Development ,3,High School,"1478,0",High,Male,81.0,Very Low,Assistant, Sales Executive ,Very Low,Single,8153.354302282702,15891,3,No,18,"3,0",High,Zero,15.0,2,"3,0",13,3,12,Yes
42,No,Travel Frequently,748.0, Research & Development ,9,Secondary,"1480,0",Very Low,Female,74.0,Medium,Entry Level, Laboratory Technician ,High,Unknown,6641.28692735214,16458,1,No,13,"3,0",Medium,Zero,12.0,3,"3,0",12,5,8,Yes
57,No,Travel Rarely,405.0, Research & Development ,1,Secondary,Unknown,Low,Male,93.0,High,Assistant, Research Scientist ,Medium,Married,7145.309385662327,2721,0,No,24,"4,0",Very Low,Low,13.0,2,"2,0",12,2,8,Yes
34,Yes,Travel Rarely,790.0, Research & Development ,24,Bachelor's,"1489,0",Very Low,Female,40.0,Low,Assistant, Sales Executive ,Low,Single,8657.376760592888,7815,0,Yes,23,"4,0",Medium,Zero,16.0,2,"4,0",15,10,10,No
54,No,Travel Frequently,1050.0, Research & Development ,11,Bachelor's,"1520,0",Low,Female,87.0,Medium,Manager, Manager ,High,Unknown,13697.60134369476,24456,3,No,20,"3,0",Very Low,Low,26.0,2,"3,0",14,1,12,Yes
34,No,Travel Rarely,971.0, Research & Development ,1,High School,"1535,0",High,Male,64.0,Low,Coordinator, Sales Executive ,Medium,Unknown,7083.0,12288,1,No,14,"3,0",High,Zero,12.615628864961117,3,"3,0",10,8,6,No
29,No,Unknown,1370.0, Research & Development ,3,Primary,"1586,0",Low,Male,87.0,Medium,Entry Level, Laboratory Technician ,Very Low,Single,4723.0,16213,1,No,18,"3,0",High,Zero,8.831076447779141,3,"3,0",10,1,5,Yes
35,No,Travel Rarely,750.0, Research & Development ,28,High School,"1596,0",Low,Male,46.0,High,Assistant, Laboratory Technician ,Medium,Unknown,3407.0,25348,1,No,17,"3,0",High,Medium,6.720707388028514,3,"2,0",10,6,8,Yes
35,Yes,Unknown,880.0, Research & Development ,12,Bachelor's,"1667,0",High,Male,36.0,Medium,Assistant, Sales Executive ,High,Unknown,7145.309385662327,10414,3,No,24,"4,0",Very Low,Zero,13.0,2,"4,0",11,6,7,Yes
34,No,Travel Rarely,678.0, Research & Development ,19,High School,"1701,0",Low,Female,35.0,Low,Entry Level, Research Scientist ,High,Married,2929.0,20338,1,No,12,"3,0",Low,Zero,10.0,3,"3,0",10,8,7,Yes
43,No,Unknown,1179.0, Research & Development ,2,High School,"1706,0",High,Male,73.0,Medium,Assistant, Sales Executive ,High,Unknown,5633.242010731766,6069,1,Yes,17,"3,0",Very Low,Low,10.0,3,"3,0",10,8,8,No
58,No,Non Travel,350.0, Research & Development ,2,High School,Unknown,Low,Male,52.0,Medium,Manager, Manager ,Low,Divorced,19241.848385106816,22577,4,No,22,"4,0",High,Low,37.0,0,"2,0",16,14,14,Yes
36,No,Travel Rarely,1266.0, Sales ,14,Bachelor's,Unknown,Very Low,Female,63.0,Low,Assistant, Sales Executive ,Medium,Married,5633.242010731766,6060,1,Yes,13,"3,0",Very Low,Low,10.0,4,"3,0",10,1,7,No
43,No,Travel Rarely,574.0, Research & Development ,11,High School,"1971,0",Very Low,Male,30.0,Medium,Coordinator, Healthcare Representative ,Medium,Married,5633.242010731766,16873,1,No,17,"3,0",Low,Low,10.0,1,"3,0",10,0,9,Yes
55,No,Unknown,189.0, Research & Development ,26,Bachelor's,Unknown,Medium,Male,71.0,High,Director, Manager ,Low,Married,18233.803468486447,25811,4,Yes,18,"3,0",Very Low,Low,35.0,0,"3,0",10,1,4,Yes
42,No,Unknown,802.0852348993288, Research & Development ,23,Secondary,"1976,0",High,Male,37.0,Low,Assistant, Research Scientist ,Medium,Single,10673.466593833637,14811,1,No,12,"3,0",High,Zero,20.0,2,"3,0",20,3,7,Yes
40,No,Unknown,692.0, Research & Development ,11,High School,"1985,0",High,Female,73.0,Medium,Assistant, Laboratory Technician ,Medium,Married,5633.242010731766,26849,1,No,11,"3,0",Very Low,Low,10.0,2,"4,0",10,9,4,Yes
56,Yes,Unknown,310.0, Research & Development ,7,Secondary,"2032,0",High,Male,72.0,Medium,Entry Level, Laboratory Technician ,Medium,Married,7649.331843972514,3666,8,No,11,"3,0",High,Low,14.0,4,"1,0",10,9,8,Yes
39,No,Travel Rarely,722.0, Research & Development ,33,Primary,"2056,0",Medium,Female,60.0,Low,Manager, Sales Executive ,High,Unknown,12031.0,8828,0,No,11,"3,0",Very Low,Low,20.550359949798583,2,"2,0",20,9,6,Yes
53,No,Travel Rarely,1219.0, Research & Development ,2,Bachelor's,Unknown,Very Low,Female,78.0,Low,Manager, Manager ,High,Married,15427.0,22021,2,No,16,"3,0",Medium,Zero,25.996266733167218,3,"3,0",25,3,7,Yes
27,No,Travel Frequently,994.0, Research & Development ,8,High School,Unknown,High,Male,37.0,Medium,Coordinator, Sales Executive ,Medium,Single,5129.219552421579,2975,1,No,15,"3,0",High,Zero,9.0,0,"3,0",9,1,7,No
30,No,Travel Frequently,721.0, Research & Development ,1,Secondary,"57,0",Medium,Female,58.0,Medium,Assistant, Laboratory Technician ,High,Unknown,6641.28692735214,10781,1,No,23,"4,0",High,Zero,12.0,2,"3,0",12,3,7,Yes
35,No,Unknown,853.0, Research & Development ,18,Postgraduate,Unknown,Low,Male,71.0,Medium,Coordinator, Sales Executive ,Very Low,Married,5129.219552421579,11031,1,No,22,"4,0",High,Low,9.0,3,"2,0",9,1,8,Yes
32,No,Travel Rarely,427.0, Research & Development ,1,High School,"78,0",Very Low,Male,66.0281045751634,Medium,Assistant, Manufacturing Director ,High,Married,6162.0,10877,1,Yes,22,"4,0",Low,Low,9.0,3,"3,0",9,7,8,Yes
30,No,Travel Rarely,852.0, Research & Development ,1,Primary,"104,0",High,Male,55.0,Low,Assistant, Laboratory Technician ,High,Married,5126.0,15998,1,No,12,"3,0",Medium,Medium,9.47733688173013,1,"3,0",10,3,0,No
46,Yes,Unknown,669.0, Sales ,9,Secondary,"118,0",Medium,Male,64.0,Low,Coordinator, Sales Executive ,High,Unknown,9619.0,13596,1,No,16,"3,0",High,Zero,9.0,3,"3,0",9,4,7,No
30,No,Travel Rarely,1334.0, Research & Development ,4,Secondary,"121,0",Medium,Female,63.0,Low,Assistant, Sales Executive ,Low,Unknown,6137.264469041953,19760,1,Yes,12,"3,0",Low,High,11.0,4,"2,0",11,2,7,No
32,No,Unknown,1093.0, Research & Development ,6,Bachelor's,"125,0",Low,Male,87.0,Medium,Assistant, Sales Executive ,Medium,Single,5010.0,24301,1,No,16,"3,0",Very Low,Zero,12.0,0,"3,0",11,5,7,Yes
35,No,Travel Rarely,802.0852348993288, Research & Development ,37,Postgraduate,Unknown,Medium,Male,94.0,Medium,Coordinator, Sales Executive ,Low,Married,6399.663530605464,11439,1,No,13,"3,0",Very Low,Medium,11.52060986020989,3,"3,0",10,0,6,No
32,No,Unknown,967.0, Research & Development ,8,High School,"207,0",Low,Female,43.0,Medium,Coordinator, Sales Executive ,High,Single,5129.219552421579,15589,1,No,14,"3,0",High,Zero,9.0,2,"3,0",9,3,7,Yes
41,No,Travel Rarely,465.0, Research & Development ,34,High School,"227,0",Very Low,Male,56.0,Medium,Entry Level, Research Scientist ,Medium,Divorced,6399.663530605464,4609,4,No,12,"3,0",Very Low,Low,11.52060986020989,2,"3,0",9,1,8,Yes
40,No,Travel Rarely,989.0, Research & Development ,4,Primary,"253,0",High,Female,46.0,Medium,Director, Manager ,Medium,Unknown,19033.0,6499,1,No,14,"3,0",Low,Low,21.0,2,"3,0",20,9,9,No
45,No,Unknown,1195.0, Research & Development ,2,Secondary,"264,0",Very Low,Male,65.0,Low,Manager, Manager ,High,Married,11681.511510454011,20462,9,No,23,"4,0",High,Low,22.0,1,"3,0",20,11,8,Yes
32,Yes,Travel Rarely,1045.0, Research & Development ,4,Bachelor's,"291,0",High,Male,32.0,Very Low,Coordinator, Sales Executive ,High,Married,10400.0,25812,1,No,11,"3,0",Medium,Zero,14.0,2,"2,0",14,9,8,No
30,No,Non Travel,829.0, Research & Development ,1,Primary,"292,0",Medium,Male,88.0,Low,Coordinator, Manufacturing Director ,Medium,Unknown,6399.663530605464,20925,1,No,22,"4,0",Medium,Zero,11.52060986020989,2,"3,0",11,5,8,Yes
37,No,Unknown,663.0, Research & Development ,11,High School,"306,0",Low,Male,47.0,Medium,Coordinator, Research Director ,High,Unknown,6399.663530605464,10056,1,No,14,"3,0",Medium,High,11.52060986020989,1,"3,0",10,0,7,Yes
37,No,Unknown,319.0, Research & Development ,4,Bachelor's,Unknown,Very Low,Male,41.0,Medium,Entry Level, Sales Representative ,High,Divorced,2793.0,2539,4,No,17,"3,0",Medium,Low,13.0,2,"3,0",9,5,8,No
40,No,Unknown,1300.0, Research & Development ,24,Secondary,"335,0",Very Low,Male,62.0,Medium,Assistant, Research Scientist ,High,Unknown,6399.663530605464,24447,1,No,17,"3,0",Very Low,Medium,11.52060986020989,3,"3,0",9,4,7,No
36,No,Non Travel,1105.0, Research & Development ,24,Bachelor's,Unknown,Low,Female,47.0,Medium,Assistant, Laboratory Technician ,Low,Married,5674.0,6927,7,No,15,"3,0",Medium,Low,11.0,3,"3,0",9,0,8,Yes
32,No,Travel Rarely,906.0, Research & Development ,7,High School,"420,0",High,Male,91.0,Low,Assistant, Sales Executive ,Medium,Married,7145.309385662327,16985,1,No,14,"3,0",Medium,Low,13.0,3,"2,0",13,4,8,Yes
38,No,Unknown,849.0, Research & Development ,25,Secondary,"421,0",Very Low,Female,81.0,Low,Coordinator, Research Director ,Low,Unknown,6399.663530605464,26707,3,No,17,"3,0",Medium,Low,11.52060986020989,2,"3,0",10,0,1,Yes
30,No,Travel Rarely,1275.0, Research & Development ,28,Secondary,"441,0",High,Female,64.0,Medium,Assistant, Research Scientist ,High,Married,6137.264469041953,11934,1,No,13,"3,0",High,Medium,11.0,2,"3,0",10,1,9,Yes
39,No,Unknown,1218.0, Research & Development ,1,Primary,"531,0",Low,Male,52.0,Medium,Director, Manager ,Medium,Unknown,19197.0,8213,1,No,14,"3,0",Medium,Low,21.0,3,"3,0",21,1,6,Yes
60,No,Unknown,422.0, Research & Development ,7,High School,"549,0",Very Low,Female,41.0,Medium,Director, Manager ,Very Low,Unknown,17225.75855186607,3854,5,No,11,"3,0",High,Zero,33.0,5,"1,0",29,11,10,Yes
30,No,Unknown,1398.0, Research & Development ,22,Bachelor's,"567,0",Medium,Female,69.0,Medium,Coordinator, Sales Executive ,Very Low,Unknown,8412.0,2890,0,No,11,"3,0",Medium,Zero,10.0,3,"3,0",9,7,8,Yes
31,No,Travel Rarely,1274.0, Research & Development ,9,Primary,"581,0",Medium,Male,66.0281045751634,Medium,Coordinator, Manufacturing Director ,Low,Divorced,6399.663530605464,14394,1,No,25,"4,0",High,Low,11.52060986020989,6,"4,0",13,0,8,Yes
33,Yes,Unknown,1076.0, Research & Development ,3,High School,"702,0",Very Low,Male,70.0,Medium,Entry Level, Research Scientist ,Very Low,Single,3348.0,3164,1,Yes,11,"3,0",Very Low,Zero,6.626093577598964,3,"3,0",10,9,7,No
50,No,Unknown,1207.0, Research & Development ,28,Primary,"716,0",High,Male,74.0,High,Entry Level, Laboratory Technician ,Medium,Married,10673.466593833637,3297,1,Yes,11,"3,0",Medium,High,20.0,3,"3,0",20,3,8,Yes
32,No,Unknown,430.0, Research & Development ,24,Bachelor's,"772,0",Very Low,Male,80.0,Medium,Assistant, Laboratory Technician ,High,Unknown,5309.0,21146,1,No,15,"3,0",High,Medium,10.0,2,"3,0",10,4,7,Yes
42,No,Unknown,933.0, Research & Development ,29,High School,"836,0",Low,Male,98.0,Medium,Assistant, Manufacturing Director ,Low,Unknown,5633.242010731766,11806,1,No,13,"3,0",High,Low,10.0,3,"2,0",9,7,8,Yes
49,Yes,Unknown,1184.0, Sales ,11,High School,"840,0",Medium,Female,43.0,Medium,Coordinator, Sales Executive ,High,Married,7654.0,5860,1,No,18,"3,0",Very Low,Medium,13.531298115050484,3,"4,0",9,7,7,No
27,No,Unknown,802.0852348993288, Research & Development ,5,Primary,"844,0",Medium,Male,42.0,Low,Coordinator, Research Director ,High,Divorced,12808.0,8842,1,No,16,"3,0",Low,Low,21.796375724438576,3,"3,0",9,0,8,Yes
33,No,Travel Rarely,586.0, Research & Development ,1,High School,Unknown,Very Low,Male,48.0,High,Assistant, Sales Executive ,Very Low,Divorced,5129.219552421579,21816,1,No,22,"3,0",Very Low,Low,9.0,5,"3,0",9,0,8,Yes
52,No,Unknown,890.0, Research & Development ,26,Bachelor's,"867,0",Medium,Female,81.0,Low,Manager, Manufacturing Director ,High,Married,16217.713635245696,19028,3,No,22,"4,0",Medium,Zero,31.0,3,"3,0",9,0,0,No
32,No,Unknown,379.0, Research & Development ,5,Secondary,"889,0",Low,Male,48.0,Medium,Assistant, Sales Executive ,Low,Unknown,5633.242010731766,8891,1,No,14,"3,0",High,Low,10.0,3,"3,0",10,5,3,Yes
36,No,Unknown,1425.0, Research & Development ,14,Primary,"924,0",Medium,Male,68.0,Medium,Assistant, Healthcare Representative ,High,Unknown,6586.0,4821,0,No,17,"3,0",Very Low,Low,11.818627783885082,2,"2,0",16,4,11,No
31,No,Non Travel,1188.0, Sales ,20,Secondary,Unknown,High,Female,45.0,Medium,Assistant, Sales Executive ,Medium,Unknown,6399.663530605464,24406,1,No,13,"3,0",High,Low,11.52060986020989,2,"2,0",9,0,0,No
