,Age,Attrition,BusinessTravel,DailyRate,Department,DistanceFromHome,Education,EmployeeNumber,EnvironmentSatisfaction,Gender,HourlyRate,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,MonthlyRate,NumCompaniesWorked,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsSinceLastPromotion,YearsWithCurrManager,RemoteWork
132,33,Yes,Travel Rarely,527.0,,1,Bachelor's,"780,0",High,Male,63.0,Medium,Entry Level, Research Scientist ,High,Single,,5207,1,,13,"3,0",Medium,Zero,10.0,2,"2,0",10,7,8,No
133,33,No,,213.0, Research & Development ,7,High School,"817,0",Medium,Male,49.0,Medium,Coordinator, Research Director ,Medium,Married,,25995,0,No,11,"3,0",High,Zero,,3,"4,0",13,3,7,Yes
134,53,No,Travel Rarely,,,23,Bachelor's,"901,0",High,Female,72.0,Medium,Manager, Research Director ,High,,,20206,6,No,18,"3,0",Medium,Zero,33.0,0,"3,0",12,3,8,Yes
135,49,No,Travel Rarely,527.0,,8,Secondary,"944,0",Very Low,Female,51.0,Medium,Coordinator, Laboratory Technician ,Low,Married,7403.0,22477,4,,11,"3,0",Medium,Low,29.0,3,"2,0",26,1,7,No
136,35,No,,882.0,,21,Bachelor's,"984,0",Low,Male,,Medium,Coordinator, Sales Executive ,High,,,6812,6,,13,"3,0",Low,Low,,2,"3,0",10,0,8,No
137,38,No,Travel Rarely,330.0,,17,Primary,"1088,0",Medium,Female,65.0,Low,Coordinator, Healthcare Representative ,Medium,Married,8823.0,24608,0,,18,"3,0",Very Low,Low,20.0,4,"2,0",19,1,9,No
138,46,No,,406.0, Sales ,3,Primary,"1124,0",Very Low,Male,,Medium,Manager, Manager ,Medium,Married,,15596,3,No,12,"3,0",High,Low,,3,"3,0",12,4,9,No
139,36,No,Non Travel,217.0,,18,Bachelor's,,Very Low,Male,78.0,Medium,Assistant, Manufacturing Director ,High,Single,,23238,2,,20,"4,0",Very Low,Zero,18.0,0,"3,0",11,0,9,No
140,42,Yes,Travel Frequently,481.0,,15,High School,"1167,0",Very Low,Male,44.0,Medium,Manager, Sales Executive ,Very Low,Single,,2447,0,,12,,Low,Zero,,2,"2,0",21,13,14,Yes
141,34,No,Travel Frequently,669.0,,1,High School,"1184,0",High,Male,97.0,Low,Assistant, Healthcare Representative ,Very Low,Single,,25755,0,No,20,"4,0",Medium,Zero,14.0,3,"3,0",13,4,9,Yes
142,30,No,Travel Rarely,1465.0, Research & Development ,1,High School,,High,Male,63.0,Medium,Entry Level, Research Scientist ,Low,,3579.0,9369,0,Yes,21,"4,0",Very Low,Low,12.0,2,"3,0",11,5,7,Yes
143,54,No,Travel Rarely,685.0,,3,High School,,High,Male,85.0,Medium,Manager, Research Director ,High,Married,17779.0,23474,3,No,14,"3,0",Very Low,Zero,36.0,2,"3,0",10,0,9,Yes
144,31,No,Travel Rarely,1062.0,,24,High School,"1252,0",Medium,Female,96.0,Low,Assistant, Healthcare Representative ,Very Low,Single,,17198,1,No,19,,Low,Zero,10.0,2,"3,0",10,1,8,No
145,44,No,,1099.0,,5,High School,"1267,0",Low,Male,88.0,Medium,Director, Manager ,Low,Married,18213.0,8751,7,No,11,"3,0",Medium,Low,26.0,5,"3,0",22,3,10,Yes
146,55,No,Non Travel,177.0,,8,Primary,"1278,0",High,Male,37.0,Low,Manager, Healthcare Representative ,Low,Divorced,13577.0,25592,1,Yes,15,"3,0",High,Low,,3,"3,0",33,15,0,No
147,44,No,Travel Rarely,1199.0,,4,Secondary,"1288,0",Medium,Male,92.0,High,Director, Manager ,Very Low,Divorced,19190.0,17477,1,No,14,"3,0",High,Medium,,4,"2,0",25,14,13,No
148,34,No,Travel Frequently,648.0, Human Resources ,11,High School,,Medium,Male,56.0,Low,Assistant, Human Resources ,Low,,,21833,4,No,11,"3,0",High,Medium,14.0,5,"4,0",10,1,8,Yes
149,39,No,,412.0,,13,Bachelor's,"1307,0",Medium,Female,94.0,Low,Manager, Manager ,Low,Divorced,17123.0,17334,6,Yes,13,"3,0",High,Medium,,4,"3,0",19,15,2,No
150,55,No,Travel Rarely,282.0,,2,Secondary,"1336,0",High,Female,58.0,Very Low,Director, Manager ,Medium,,19187.0,6992,4,,14,,High,Low,23.0,5,"3,0",19,9,11,Yes
151,51,No,,770.0,,5,High School,"1352,0",Medium,Male,84.0,Medium,Manager, Manager ,Low,,,17588,1,,11,"3,0",Low,Low,,2,"3,0",33,0,10,Yes
152,58,Yes,,601.0,,14,Bachelor's,"1360,0",Very Low,Female,53.0,Low,Coordinator, Manufacturing Director ,Very Low,Married,10008.0,12023,7,,14,"3,0",High,Zero,,0,"2,0",10,5,9,Yes
153,48,No,,855.0,,4,High School,,High,Male,54.0,Medium,Coordinator, Manufacturing Director ,High,Single,,18706,1,No,11,"3,0",Medium,Zero,11.0,2,"3,0",10,0,8,Yes
154,29,No,Travel Rarely,332.0, Human Resources ,17,High School,"1419,0",Low,Male,51.0,Low,Coordinator, Human Resources ,Very Low,Single,7988.0,9769,1,,13,"3,0",Very Low,Zero,,3,"2,0",10,0,9,No
155,34,No,,1326.0,,3,High School,"1478,0",High,Male,81.0,Very Low,Assistant, Sales Executive ,Very Low,Single,,15891,3,No,18,,High,Zero,15.0,2,"3,0",13,3,12,Yes
156,42,No,Travel Frequently,748.0,,9,Secondary,"1480,0",Very Low,Female,74.0,Medium,Entry Level, Laboratory Technician ,High,,,16458,1,,13,"3,0",Medium,Zero,12.0,3,"3,0",12,5,8,Yes
157,57,No,Travel Rarely,405.0,,1,Secondary,,Low,Male,93.0,High,Assistant, Research Scientist ,Medium,Married,,2721,0,No,24,"4,0",Very Low,Low,13.0,2,"2,0",12,2,8,Yes
158,34,Yes,Travel Rarely,790.0,,24,Bachelor's,"1489,0",Very Low,Female,40.0,Low,Assistant, Sales Executive ,Low,Single,,7815,0,Yes,23,"4,0",Medium,Zero,16.0,2,"4,0",15,10,10,No
159,54,No,Travel Frequently,1050.0,,11,Bachelor's,"1520,0",Low,Female,87.0,Medium,Manager, Manager ,High,,,24456,3,No,20,,Very Low,Low,26.0,2,"3,0",14,1,12,Yes
160,34,No,Travel Rarely,971.0,,1,High School,"1535,0",High,Male,64.0,Low,Coordinator, Sales Executive ,Medium,,7083.0,12288,1,,14,"3,0",High,Zero,,3,"3,0",10,8,6,No
161,29,No,,1370.0,,3,Primary,"1586,0",Low,Male,87.0,Medium,Entry Level, Laboratory Technician ,Very Low,Single,4723.0,16213,1,,18,"3,0",High,Zero,,3,,10,1,5,Yes
162,35,No,Travel Rarely,750.0,,28,High School,"1596,0",Low,Male,46.0,High,Assistant, Laboratory Technician ,Medium,,3407.0,25348,1,,17,,High,Medium,,3,"2,0",10,6,8,Yes
163,35,Yes,,880.0,,12,Bachelor's,"1667,0",High,Male,36.0,Medium,Assistant, Sales Executive ,High,,,10414,3,,24,"4,0",Very Low,Zero,13.0,2,"4,0",11,6,7,Yes
164,34,No,Travel Rarely,678.0,,19,High School,"1701,0",Low,Female,35.0,Low,Entry Level, Research Scientist ,High,Married,2929.0,20338,1,No,12,"3,0",Low,Zero,10.0,3,"3,0",10,8,7,Yes
165,43,No,,1179.0,,2,High School,"1706,0",High,Male,73.0,Medium,Assistant, Sales Executive ,High,,,6069,1,Yes,17,"3,0",Very Low,Low,10.0,3,"3,0",10,8,8,No
166,58,No,Non Travel,350.0,,2,High School,,Low,Male,52.0,Medium,Manager, Manager ,Low,Divorced,,22577,4,No,22,"4,0",High,Low,37.0,0,"2,0",16,14,14,Yes
167,36,No,Travel Rarely,1266.0, Sales ,14,Bachelor's,,Very Low,Female,63.0,Low,Assistant, Sales Executive ,Medium,Married,,6060,1,Yes,13,"3,0",Very Low,Low,10.0,4,"3,0",10,1,7,No
168,43,No,Travel Rarely,574.0,,11,High School,"1971,0",Very Low,Male,30.0,Medium,Coordinator, Healthcare Representative ,Medium,Married,,16873,1,,17,"3,0",Low,Low,10.0,1,"3,0",10,0,9,Yes
169,55,No,,189.0,,26,Bachelor's,,Medium,Male,71.0,High,Director, Manager ,Low,Married,,25811,4,Yes,18,"3,0",Very Low,Low,35.0,0,"3,0",10,1,4,Yes
170,42,No,,, Research & Development ,23,Secondary,"1976,0",High,Male,37.0,Low,Assistant, Research Scientist ,Medium,Single,,14811,1,,12,"3,0",High,Zero,20.0,2,"3,0",20,3,7,Yes
171,40,No,,692.0,,11,High School,"1985,0",High,Female,73.0,Medium,Assistant, Laboratory Technician ,Medium,Married,,26849,1,,11,,Very Low,Low,10.0,2,"4,0",10,9,4,Yes
172,56,Yes,,310.0, Research & Development ,7,Secondary,"2032,0",High,Male,72.0,Medium,Entry Level, Laboratory Technician ,Medium,Married,,3666,8,No,11,"3,0",High,Low,14.0,4,"1,0",10,9,8,Yes
173,39,No,Travel Rarely,722.0,,33,Primary,"2056,0",Medium,Female,60.0,Low,Manager, Sales Executive ,High,,12031.0,8828,0,,11,"3,0",Very Low,Low,,2,"2,0",20,9,6,Yes
174,53,No,Travel Rarely,1219.0,,2,Bachelor's,,Very Low,Female,78.0,Low,Manager, Manager ,High,Married,15427.0,22021,2,No,16,"3,0",Medium,Zero,,3,"3,0",25,3,7,Yes
175,27,No,Travel Frequently,994.0,,8,High School,,High,Male,37.0,Medium,Coordinator, Sales Executive ,Medium,Single,,2975,1,No,15,"3,0",High,Zero,9.0,0,"3,0",9,1,7,No
176,30,No,Travel Frequently,721.0,,1,Secondary,"57,0",Medium,Female,58.0,Medium,Assistant, Laboratory Technician ,High,,,10781,1,,23,"4,0",High,Zero,12.0,2,,12,3,7,Yes
177,35,No,,853.0,,18,Postgraduate,,Low,Male,71.0,Medium,Coordinator, Sales Executive ,Very Low,Married,,11031,1,,22,"4,0",High,Low,9.0,3,"2,0",9,1,8,Yes
178,32,No,Travel Rarely,427.0, Research & Development ,1,High School,"78,0",Very Low,Male,,Medium,Assistant, Manufacturing Director ,High,Married,6162.0,10877,1,Yes,22,"4,0",Low,Low,9.0,3,"3,0",9,7,8,Yes
179,30,No,Travel Rarely,852.0,,1,Primary,"104,0",High,Male,55.0,Low,Assistant, Laboratory Technician ,High,Married,5126.0,15998,1,,12,"3,0",Medium,Medium,,1,,10,3,0,No
180,46,Yes,,669.0, Sales ,9,Secondary,"118,0",Medium,Male,64.0,Low,Coordinator, Sales Executive ,High,,9619.0,13596,1,No,16,"3,0",High,Zero,9.0,3,"3,0",9,4,7,No
181,30,No,Travel Rarely,1334.0,,4,Secondary,"121,0",Medium,Female,63.0,Low,Assistant, Sales Executive ,Low,,,19760,1,Yes,12,"3,0",Low,High,11.0,4,"2,0",11,2,7,No
182,32,No,,1093.0,,6,Bachelor's,"125,0",Low,Male,87.0,Medium,Assistant, Sales Executive ,Medium,Single,5010.0,24301,1,No,16,"3,0",Very Low,Zero,12.0,0,"3,0",11,5,7,Yes
183,35,No,Travel Rarely,,,37,Postgraduate,,Medium,Male,94.0,Medium,Coordinator, Sales Executive ,Low,Married,,11439,1,,13,"3,0",Very Low,Medium,,3,"3,0",10,0,6,No
184,32,No,,967.0,,8,High School,"207,0",Low,Female,43.0,Medium,Coordinator, Sales Executive ,High,Single,,15589,1,,14,"3,0",High,Zero,9.0,2,"3,0",9,3,7,Yes
185,41,No,Travel Rarely,465.0, Research & Development ,34,High School,"227,0",Very Low,Male,56.0,Medium,Entry Level, Research Scientist ,Medium,Divorced,,4609,4,No,12,"3,0",Very Low,Low,,2,"3,0",9,1,8,Yes
186,40,No,Travel Rarely,989.0,,4,Primary,"253,0",High,Female,46.0,Medium,Director, Manager ,Medium,,19033.0,6499,1,No,14,"3,0",Low,Low,21.0,2,"3,0",20,9,9,No
187,45,No,,1195.0,,2,Secondary,"264,0",Very Low,Male,65.0,Low,Manager, Manager ,High,Married,,20462,9,No,23,"4,0",High,Low,22.0,1,"3,0",20,11,8,Yes
188,32,Yes,Travel Rarely,1045.0,,4,Bachelor's,"291,0",High,Male,32.0,Very Low,Coordinator, Sales Executive ,High,Married,10400.0,25812,1,No,11,"3,0",Medium,Zero,14.0,2,"2,0",14,9,8,No
189,30,No,Non Travel,829.0, Research & Development ,1,Primary,"292,0",Medium,Male,88.0,Low,Coordinator, Manufacturing Director ,Medium,,,20925,1,No,22,"4,0",Medium,Zero,,2,"3,0",11,5,8,Yes
190,37,No,,663.0,,11,High School,"306,0",Low,Male,47.0,Medium,Coordinator, Research Director ,High,,,10056,1,,14,"3,0",Medium,High,,1,"3,0",10,0,7,Yes
191,37,No,,319.0,,4,Bachelor's,,Very Low,Male,41.0,Medium,Entry Level, Sales Representative ,High,Divorced,2793.0,2539,4,No,17,"3,0",Medium,Low,13.0,2,"3,0",9,5,8,No
192,40,No,,1300.0,,24,Secondary,"335,0",Very Low,Male,62.0,Medium,Assistant, Research Scientist ,High,,,24447,1,No,17,"3,0",Very Low,Medium,,3,"3,0",9,4,7,No
193,36,No,Non Travel,1105.0,,24,Bachelor's,,Low,Female,47.0,Medium,Assistant, Laboratory Technician ,Low,Married,5674.0,6927,7,,15,"3,0",Medium,Low,11.0,3,"3,0",9,0,8,Yes
194,32,No,Travel Rarely,906.0,,7,High School,"420,0",High,Male,91.0,Low,Assistant, Sales Executive ,Medium,Married,,16985,1,,14,"3,0",Medium,Low,13.0,3,"2,0",13,4,8,Yes
195,38,No,,849.0,,25,Secondary,"421,0",Very Low,Female,81.0,Low,Coordinator, Research Director ,Low,,,26707,3,,17,"3,0",Medium,Low,,2,"3,0",10,0,1,Yes
196,30,No,Travel Rarely,1275.0,,28,Secondary,"441,0",High,Female,64.0,Medium,Assistant, Research Scientist ,High,Married,,11934,1,No,13,"3,0",High,Medium,11.0,2,"3,0",10,1,9,Yes
197,39,No,,1218.0,,1,Primary,"531,0",Low,Male,52.0,Medium,Director, Manager ,Medium,,19197.0,8213,1,,14,"3,0",Medium,Low,21.0,3,"3,0",21,1,6,Yes
198,60,No,,422.0,,7,High School,"549,0",Very Low,Female,41.0,Medium,Director, Manager ,Very Low,,,3854,5,No,11,"3,0",High,Zero,33.0,5,"1,0",29,11,10,Yes
199,30,No,,1398.0,,22,Bachelor's,"567,0",Medium,Female,69.0,Medium,Coordinator, Sales Executive ,Very Low,,8412.0,2890,0,,11,"3,0",Medium,Zero,10.0,3,"3,0",9,7,8,Yes
200,31,No,Travel Rarely,1274.0, Research & Development ,9,Primary,"581,0",Medium,Male,,Medium,Coordinator, Manufacturing Director ,Low,Divorced,,14394,1,No,25,"4,0",High,Low,,6,"4,0",13,0,8,Yes
201,33,Yes,,1076.0,,3,High School,"702,0",Very Low,Male,70.0,Medium,Entry Level, Research Scientist ,Very Low,Single,3348.0,3164,1,Yes,11,"3,0",Very Low,Zero,,3,"3,0",10,9,7,No
202,50,No,,1207.0,,28,Primary,"716,0",High,Male,74.0,High,Entry Level, Laboratory Technician ,Medium,Married,,3297,1,Yes,11,,Medium,High,20.0,3,"3,0",20,3,8,Yes
203,32,No,,430.0, Research & Development ,24,Bachelor's,"772,0",Very Low,Male,80.0,Medium,Assistant, Laboratory Technician ,High,,5309.0,21146,1,No,15,,High,Medium,10.0,2,"3,0",10,4,7,Yes
204,42,No,,933.0,,29,High School,"836,0",Low,Male,98.0,Medium,Assistant, Manufacturing Director ,Low,,,11806,1,,13,"3,0",High,Low,10.0,3,"2,0",9,7,8,Yes
205,49,Yes,,1184.0, Sales ,11,High School,"840,0",Medium,Female,43.0,Medium,Coordinator, Sales Executive ,High,Married,7654.0,5860,1,No,18,"3,0",Very Low,Medium,,3,"4,0",9,7,7,No
206,27,No,,,,5,Primary,"844,0",Medium,Male,42.0,Low,Coordinator, Research Director ,High,Divorced,12808.0,8842,1,,16,"3,0",Low,Low,,3,"3,0",9,0,8,Yes
207,33,No,Travel Rarely,586.0,,1,High School,,Very Low,Male,48.0,High,Assistant, Sales Executive ,Very Low,Divorced,,21816,1,,22,,Very Low,Low,9.0,5,"3,0",9,0,8,Yes
208,52,No,,890.0, Research & Development ,26,Bachelor's,"867,0",Medium,Female,81.0,Low,Manager, Manufacturing Director ,High,Married,,19028,3,No,22,"4,0",Medium,Zero,31.0,3,"3,0",9,0,0,No
209,32,No,,379.0,,5,Secondary,"889,0",Low,Male,48.0,Medium,Assistant, Sales Executive ,Low,,,8891,1,No,14,"3,0",High,Low,10.0,3,"3,0",10,5,3,Yes
210,36,No,,1425.0,,14,Primary,"924,0",Medium,Male,68.0,Medium,Assistant, Healthcare Representative ,High,,6586.0,4821,0,,17,"3,0",Very Low,Low,,2,"2,0",16,4,11,No
211,31,No,Non Travel,1188.0, Sales ,20,Secondary,,High,Female,45.0,Medium,Assistant, Sales Executive ,Medium,,,24406,1,,13,"3,0",High,Low,,2,"2,0",9,0,0,No
212,36,No,Travel Rarely,938.0,,2,Bachelor's,,Medium,Male,79.0,Medium,Entry Level, Laboratory Technician ,Medium,Single,2519.0,12287,4,No,21,"4,0",Medium,Zero,,6,"3,0",11,3,9,Yes
213,52,No,,1053.0,,1,Secondary,"976,0",High,Male,70.0,Medium,Manager, Manager ,High,Married,17099.0,13829,2,,15,"3,0",Low,Low,26.0,2,,9,7,8,Yes
214,33,No,Non Travel,722.0,,17,High School,"992,0",High,Male,38.0,Medium,Manager, Manager ,Medium,Single,,20489,1,,11,"3,0",High,Zero,10.0,2,"3,0",10,6,0,No
215,45,No,Non Travel,248.0,,23,Secondary,"1002,0",High,Male,42.0,Medium,Assistant, Laboratory Technician ,Very Low,,,14039,1,Yes,15,"3,0",Medium,Low,9.0,2,"3,0",9,0,8,Yes
216,36,No,Travel Rarely,796.0, Research & Development ,12,Postgraduate,"1073,0",High,Female,51.0,Low,Coordinator, Manufacturing Director ,High,,,15669,0,,11,"3,0",Low,Zero,15.0,2,"2,0",14,7,8,Yes
217,49,No,,174.0,,8,Bachelor's,"1138,0",High,Male,56.0,Low,Manager, Sales Executive ,Low,,13120.0,11879,6,,17,"3,0",Low,Low,22.0,3,"3,0",9,2,3,No
218,29,Yes,,408.0,,23,Primary,,High,Female,45.0,Low,Coordinator, Sales Executive ,Very Low,,,11162,1,,13,,Very Low,Low,11.0,3,"1,0",11,3,10,Yes
219,29,No,,,,6,Primary,"1192,0",Low,Female,54.0,Medium,Entry Level, Laboratory Technician ,High,Married,3131.0,26342,1,,13,"3,0",Very Low,Low,,5,"3,0",10,0,8,No
220,37,No,,977.0, Research & Development ,1,High School,"1196,0",High,Female,56.0,Low,Assistant, Manufacturing Director ,High,Married,,9961,1,,13,"3,0",Low,Low,14.0,2,"2,0",14,3,11,Yes
221,33,No,Travel Rarely,536.0,,10,Postgraduate,,High,Male,82.0,High,Coordinator, Sales Executive ,Medium,,,21708,0,,14,"3,0",High,Medium,,3,"3,0",9,0,8,Yes
222,34,No,Travel Frequently,135.0,,19,High School,,Medium,Female,46.0,Medium,Assistant, Laboratory Technician ,Low,Divorced,4444.0,22534,4,No,13,"3,0",Medium,Medium,15.0,2,"4,0",11,5,10,Yes
223,28,No,Non Travel,1476.0,,1,High School,"1315,0",Medium,Female,55.0,Very Low,Assistant, Laboratory Technician ,High,Married,6674.0,16392,0,No,11,"3,0",Very Low,High,10.0,6,"3,0",9,7,5,Yes
224,31,No,Non Travel,587.0,,2,Bachelor's,"1324,0",High,Female,57.0,Medium,Coordinator, Sales Executive ,Medium,,9852.0,8935,1,Yes,19,"3,0",Very Low,Low,10.0,5,"2,0",10,9,6,Yes
225,42,No,Non Travel,495.0,,2,Primary,"1334,0",Medium,Male,,Medium,Manager, Manager ,Medium,,17861.0,26582,0,Yes,13,,High,Zero,21.0,3,"2,0",20,2,10,No
226,40,No,Travel Rarely,523.0,,2,High School,"1346,0",Medium,Male,98.0,Medium,Assistant, Research Scientist ,High,Single,,22455,1,,13,"3,0",Medium,Zero,9.0,4,"3,0",9,8,8,Yes
227,34,No,,507.0,,15,Secondary,"1356,0",Medium,Female,66.0,Medium,Assistant, Sales Executive ,Very Low,Single,,23553,1,,12,"3,0",High,Zero,,6,"4,0",10,9,6,Yes
228,58,No,Travel Rarely,1055.0,,1,High School,"1423,0",High,Female,76.0,Medium,Director, Research Director ,Very Low,,,22456,3,,21,"4,0",Medium,Low,,3,"3,0",9,1,5,No
229,31,Yes,Travel Frequently,1445.0,,1,Postgraduate,"1459,0",Medium,Female,100.0,High,Coordinator, Manufacturing Director ,Low,,7446.0,8931,1,,11,"3,0",Very Low,Zero,,2,"3,0",10,4,7,Yes
230,40,No,Non Travel,218.0,,8,Primary,,High,Male,55.0,Low,Coordinator, Research Director ,Low,,13757.0,25178,2,No,11,"3,0",Medium,Low,16.0,5,"3,0",9,4,8,Yes
231,53,No,,447.0,,2,High School,"1472,0",High,Male,39.0,High,Manager, Research Director ,Low,Single,16598.0,19764,4,No,12,"3,0",Low,Zero,35.0,2,"2,0",9,8,8,Yes
232,34,No,,829.0, Research & Development ,15,High School,"1485,0",Low,Male,71.0,Medium,Manager, Research Director ,Very Low,,,11929,7,,14,"3,0",High,Medium,16.0,3,"2,0",14,6,9,Yes
233,35,No,Travel Rarely,1029.0,,16,High School,,High,Female,91.0,Low,Coordinator, Healthcare Representative ,Low,Single,,21195,1,No,19,"3,0",High,Zero,,3,"1,0",11,3,3,Yes
234,37,No,,674.0,,13,High School,"1543,0",Very Low,Male,47.0,Medium,Assistant, Research Scientist ,High,Married,4285.0,3031,1,,17,"3,0",Very Low,Zero,,2,"3,0",10,3,7,Yes
235,42,No,Travel Frequently,,,2,High School,"1547,0",High,Male,40.0,Medium,Coordinator, Healthcare Representative ,High,,10124.0,18611,2,Yes,14,"3,0",Medium,Low,24.0,3,"1,0",20,13,9,Yes
236,45,No,,538.0,,1,Bachelor's,"1553,0",Very Low,Male,66.0,Medium,Coordinator, Healthcare Representative ,Low,Divorced,,20933,1,,12,"3,0",Very Low,High,,4,"3,0",10,7,7,Yes
237,30,Yes,Travel Rarely,740.0,,1,High School,"1562,0",Low,Male,64.0,Low,Assistant, Sales Executive ,Very Low,Married,9714.0,5323,1,No,11,"3,0",High,Low,,4,"3,0",10,6,7,Yes
238,38,No,Travel Rarely,1245.0,,14,High School,"1582,0",Medium,Male,80.0,Medium,Assistant, Sales Executive ,Low,Married,9924.0,12355,0,,11,"3,0",High,Low,10.0,3,"3,0",9,7,7,Yes
239,50,No,,1234.0,,20,Postgraduate,"1606,0",Low,Male,41.0,Medium,Manager, Healthcare Representative ,Medium,,11245.0,20689,2,,15,"3,0",Medium,Low,32.0,3,"3,0",30,12,13,No
240,39,No,Travel Rarely,170.0,,3,Secondary,,Medium,Male,76.0,Low,Assistant, Laboratory Technician ,Medium,,3069.0,10302,0,,15,"3,0",High,Low,,3,,10,0,7,Yes
241,34,No,Travel Rarely,1130.0,,3,High School,"1658,0",High,Female,66.0,Medium,Assistant, Research Scientist ,Low,,,19332,1,No,12,"3,0",Medium,Low,11.0,2,"3,0",11,7,9,Yes
242,54,No,Travel Rarely,584.0, Research & Development ,22,Postgraduate,"1665,0",Low,Female,91.0,Medium,Manager, Manager ,Medium,,,18685,3,,25,"4,0",Medium,Low,36.0,6,"3,0",10,4,7,Yes
243,41,No,Travel Rarely,918.0,,6,High School,,High,Male,35.0,Medium,Coordinator, Sales Executive ,Medium,,9241.0,15869,1,No,12,"3,0",Low,Zero,,3,"3,0",10,8,7,No
244,39,No,,792.0,,1,High School,"1737,0",High,Male,77.0,Medium,Assistant, Laboratory Technician ,High,Married,6472.0,8989,1,,15,"3,0",High,Low,,2,"3,0",9,5,8,Yes
245,40,No,Travel Rarely,611.0,,7,Bachelor's,,Low,Male,88.0,Medium,Director, Manager ,Low,,,4349,1,No,14,"3,0",Low,Zero,,3,"2,0",21,12,8,No
246,33,No,,,,4,High School,,High,Male,90.0,Medium,Assistant, Research Scientist ,Low,,3055.0,6194,5,No,15,,High,Medium,11.0,2,"2,0",9,1,7,Yes
247,36,No,,1383.0,,10,High School,"1790,0",High,Male,90.0,Medium,Coordinator, Healthcare Representative ,Very Low,,8321.0,25949,7,,13,"3,0",High,Low,15.0,1,"3,0",12,5,7,No
248,33,No,,867.0,,8,Bachelor's,,High,Male,90.0,High,Entry Level, Research Scientist ,Very Low,Married,3143.0,6076,6,No,19,"3,0",Low,Low,14.0,1,"3,0",10,7,6,Yes
249,34,No,Travel Rarely,,,8,Secondary,"1823,0",Low,Male,92.0,High,Assistant, Sales Executive ,Medium,,,22128,1,No,21,"4,0",Medium,Medium,10.0,5,"3,0",10,4,8,No
250,29,No,Travel Frequently,574.0, Research & Development ,46,Primary,,High,Male,40.0,Medium,Entry Level, Laboratory Technician ,High,Married,,7003,1,No,13,,Low,Zero,,3,"4,0",11,3,10,No
251,46,No,Travel Rarely,706.0,,2,Secondary,"1857,0",High,Male,82.0,Medium,Coordinator, Manufacturing Director ,High,Divorced,8578.0,19989,3,,14,"3,0",Medium,Low,12.0,4,"2,0",9,4,7,Yes
252,27,No,Travel Rarely,728.0,,23,Primary,"1864,0",Low,Female,36.0,Low,Assistant, Sales Representative ,Medium,Married,,7018,1,No,21,"4,0",High,Low,,5,"3,0",9,5,8,No
253,31,No,,311.0,,36,High School,"1881,0",Low,Male,89.0,Medium,Assistant, Laboratory Technician ,Medium,Divorced,4197.0,18624,1,No,11,"3,0",Very Low,Low,10.0,2,"3,0",10,0,2,No
254,45,No,Travel Rarely,556.0, Research & Development ,25,Secondary,"1888,0",Low,Female,93.0,Low,Assistant, Manufacturing Director ,High,,,23888,0,No,13,,High,Medium,10.0,2,"2,0",9,3,8,Yes
255,34,No,Travel Rarely,937.0,,1,High School,"1950,0",Very Low,Male,32.0,Medium,Coordinator, Sales Executive ,High,,9888.0,6770,1,No,21,"4,0",Very Low,Zero,14.0,3,"2,0",14,2,1,No
256,31,No,,1125.0, Research & Development ,1,High School,,High,Male,48.0,Very Low,Assistant, Research Scientist ,Very Low,Married,,5771,1,,21,,Low,Zero,10.0,6,"3,0",10,8,7,Yes
257,35,No,,1224.0,,7,Bachelor's,"1962,0",Medium,Female,55.0,Medium,Assistant, Sales Executive ,High,,,13586,1,Yes,11,"3,0",High,Zero,10.0,2,"3,0",10,0,9,No
258,39,No,Travel Rarely,119.0,,15,Bachelor's,"1975,0",Low,Male,77.0,Medium,Manager, Sales Executive ,Very Low,Single,13341.0,25098,0,No,12,"3,0",Very Low,Zero,21.0,3,"3,0",20,11,10,No
259,40,No,Travel Rarely,444.0,,2,Secondary,"1986,0",Low,Female,92.0,Medium,Assistant, Sales Executive ,Low,Married,5677.0,4258,3,No,14,"3,0",Medium,Low,,4,"3,0",11,5,10,Yes
260,30,No,Travel Rarely,911.0,,1,Secondary,,High,Male,76.0,Medium,Entry Level, Laboratory Technician ,Low,Married,,4077,1,No,13,"3,0",Medium,Zero,12.0,6,"2,0",12,1,7,No
261,47,No,,, Research & Development ,1,Primary,"2000,0",Medium,Female,98.0,Medium,Coordinator, Research Director ,Low,Married,,17231,0,No,18,"3,0",Very Low,Medium,14.0,3,"1,0",13,5,12,Yes
262,52,No,Non Travel,585.0,,29,Bachelor's,,Very Low,Male,,Medium,Entry Level, Sales Representative ,High,Divorced,,19788,2,,15,"3,0",Low,Medium,16.0,3,,9,0,0,Yes
263,49,No,Travel Frequently,,,8,Primary,"2,0",Medium,Male,61.0,Low,Assistant, Research Scientist ,Low,Married,,24907,1,No,23,"4,0",High,Low,10.0,3,"3,0",10,1,7,Yes
